title|artist|year|location|duration|tempo|loudness|artist_hotness|song_hotness
Better Way Of Life|George Nooks|2001||223.50322|149.827|-5.641|0.34|nan
For Me And My Gal|Ed Ames|0|Malden, MA|154.30485|134.56|-11.467|0.38|0.23
Freedom|Jah Cure|2008|Montego Bay, Jamaica|287.65995|85.731|-6.304|0.52|0.49
I'm Amazing|Keb' Mo'|2004|Los Angeles, CA|194.48118|88.746|-10.981|0.47|0.54
Drummer Boy|The Clark Sisters|0||283.0624|108.584|-8.691|0.48|0.3
Roman Empire|P.o.d|0||159.76444|128.961|-10.012|0.53|0.6
Un Amor En El Olvido|Marisela|0||200.28036|84.81|-9.437|0.39|0.38
Old Friends|Simon & Garfunkel|1968|Forest Hills, Queens, New York City, NY, USA|130.76853|149.9|-23.964|0.51|nan
Turn Around (LP Version)|Chris Rodriguez|0||209.52771|121.101|-5.439|0.32|nan
Another Year|K's Choice|2000||207.56853|171.648|-11.622|0.45|nan
Aurora|NAZCA PERU|0||159.45098|147.734|-6.22|0.23|0.2
Noches Arabes|Los Fabulosos Cadillacs|1986|Buenos Aires.|187.0624|0.0|-15.909|0.52|0.43
Memphis In The Meantime|John Hiatt|1987|Indianapolis, IN|239.5424|181.355|-8.626|0.49|0.61
Hatesex (Reborn)|Hatesex|0||376.08444|126.955|-10.203|0.0|nan
Horrible|Jack Off Jill|1995|Ft. Lauderdale, FLORIDA|149.36771|177.866|-12.625|0.46|0.61
Circle Of Hands (For A Time Like This Album Version)|Sheila Walsh|0||332.01587|88.012|-9.475|0.29|0.24
Hary Janos Suite : VI. A csaszari udvar bevonulasa (Entrance of the Emperor and his Court)|Neeme Jarvi|0||194.48118|131.118|-17.382|0.3|nan
Ridin' High|The Impressions|0|United States|143.15057|116.122|-7.293|0.41|0.0
Catch Me In The Morning (Album Version)|Doug Sahm Tex Mex Trip|0|San Antonio, TX|307.51302|140.945|-15.016|0.38|0.0
Birdies|Danny Elfman|0|Los Angeles, California|98.84689|99.987|-25.368|0.55|nan
No Comprimise_ No Regrets|Hanoi Rocks|2005||240.66567|126.105|-3.764|0.44|0.33
Stand By Me (Freedom Band Album Version)|Bill & Gloria Gaither|0||207.41179|40.27|-18.34|0.23|0.25
Tramonto Etnico|Daniela Dessì|0|Genova|201.22077|89.978|-14.767|0.0|nan
Peer Gynt - Incidental Music (2004 Digital Remaster): 4.   In the Hall of the Mountain King|Staatskapelle Dresden/Herbert Blomstedt|0||158.92853|100.005|-19.897|0.0|nan
Destroy 2000 Years Of Culture|Atari Teenage Riot|1997|Berlin, Germany|231.47057|114.037|-5.054|0.44|nan
A la Hora|Ocho y Media|0||278.17751|62.78|-3.638|0.35|0.21
Evil Ways|Otis Spann|1989|Jackson, MS|233.63873|115.38|-23.893|0.37|0.68
Crack|RUN-DMC|1988||101.74649|96.686|-6.905|0.61|0.27
Missing|Nicola Fasano feat. Paula B.|0||220.31628|84.032|-7.329|0.37|nan
La Vida Eres|Orquesta Sublime|0|Cuba|185.75628|134.923|-8.742|0.3|nan
When The Saints Go Marching In|Precious Bryant|2002|North Carolina|164.8322|130.453|-11.425|0.33|0.27
Baby I|Peter Spence|0|UK - England - West Midlands|277.41995|97.284|-9.974|0.26|0.0
Drown The Dog!|Elmer Bernstein|0|New York, NY|231.67955|83.255|-19.583|0.43|nan
Pata Pata|Vusi Mahlasela|0||273.31873|137.942|-6.144|0.38|0.38
Atotonilco|Marimba Alma De Chiapas De Juan Palacios|0||182.02077|147.597|-10.033|0.0|nan
Out In The Street (Live In Cleveland_ Ohio)|UFO|0|Arizona|310.41261|87.097|-9.314|0.45|nan
Charley_ My Boy|Eddie Cantor|0|New York, NY|168.88118|125.361|-19.052|0.33|nan
The Quality of Life|Charlie Peacock|0||133.3024|137.158|-6.02|0.38|0.0
Humppa|Kapelle Herrenweide|2009||214.36036|109.293|-12.246|0.29|nan
Player No More|Singing Melody|0||179.93098|162.155|-13.533|0.33|nan
Choral : Komm_ Heiliger Geist_ BuxWV 199 (Remasterisé En 2010)|Lionel Rogg|0|Geneva, Switzerland|203.44118|68.388|-22.737|0.29|nan
Town Topic (Instrumental)|Casiotone For The Painfully Alone|2008||115.17342|125.663|-7.807|0.39|0.56
Waterfall|Jeff Wahl|2003|Colorado|43.88526|243.195|-23.366|0.32|0.0
It's So Hard To Stumble (When You're Down On Your Knees)|Lou Reid & Carolina|0|North Carolina|145.94567|109.696|-9.063|0.22|0.0
Goodnight Girl|Wet Wet Wet|1992|Glasgow, Scotland|257.25342|93.156|-4.925|0.41|nan
Print|Jacob Young|0||335.93424|77.635|-21.498|0.29|0.0
Soon Come (2002 Digital Remaster)|Peter Tosh|1978|Westmoreland, Jamaica|238.23628|92.643|-7.261|0.47|nan
The Bubble|Tha Liks featuring King T|2001||251.6371|89.311|-5.17|0.0|nan
Dios Bendiga|Andy & Lucas|0|Cádiz|289.12281|143.855|-3.628|0.4|0.43
La Ley De La Vida|Fito Paez|2010||273.03138|124.989|-6.116|0.46|0.5
Ai De Jie Shi|Leo Ku|0||280.55465|110.007|-9.801|0.36|nan
Because - Part 1|Buddy Johnson|0|Darlington, SC|171.38893|67.176|-10.03|0.29|nan
If I Had My Way I'd Tear This Building Down|Blind Willie Johnson|1996|Marlin, TX|189.3873|164.641|-16.111|0.4|0.36
An Afternoon On the Moon (Jet Jaguar's Remix)|Rhian Sheehan|2001|Wellington|200.77669|98.998|-12.88|0.41|nan
The Dance at The Gym|The Jets & The Sharks & Leonard Bernstein&The New York Philharmonic Orchestra|0||185.99138|111.506|-14.953|0.39|nan
Doin' It|Riviera Regime|0||275.22567|93.03|-5.572|0.17|0.0
The Education Of Jamie|The Family Stand|0|Brooklyn|413.54404|122.691|-10.216|0.38|0.0
Jokers and Thieves|Chris Vickery|0|CANADA - Ontario|191.7122|141.868|-9.22|0.0|0.34
Shi Qu Ni|Elva Hsiao|0||287.92118|135.778|-6.916|0.37|nan
Awake (Album Version)|Onesidezero|2001|Los Angeles, CA|228.80608|86.844|-6.036|0.34|0.21
Maudits anglois|Alexis HK|2009||202.57914|160.066|-12.215|0.35|0.33
Rainin' In My Heart|The Fabulous Thunderbirds|1989|Austin, TX|221.23057|110.98|-14.977|0.43|0.22
Wanna Be A Star|Kool Keith|1996||222.30159|181.208|-4.224|0.46|0.32
Luminous Bliss|Atman|2005||290.48118|118.058|-8.732|0.37|0.31
Boat Day At the Marina|Forensics|0|UK - England - London|289.98485|145.521|-7.992|0.36|nan
La Luna Enamora - Original|Bobby Capo|0|Puerto Rico|178.25914|77.788|-10.509|0.0|nan
When Will I Be Loved|Sandy Posey|1990|Jasper, AL|125.36118|120.92|-12.892|0.33|0.22
Again|Radney Foster|0|Del Rio, TX|208.14322|140.595|-5.384|0.38|0.43
Gangsta's Fairytale 2 (Explicit)|Ice Cube|0|Los Angeles, CA|198.86975|87.102|-6.353|0.56|0.56
Fanfare For Freedom|US Coast Guard Band|0||106.16118|120.317|-16.657|0.28|nan
Why We Thugs (edited version)|Ice Cube|0|Los Angeles, CA|224.02567|99.095|-5.815|0.57|nan
Are We Really Doing Your Will|The Winans|0|Detroit, MI|252.49914|139.224|-12.515|0.34|nan
Contessa Entellina|Stephan Micus|2001||274.65098|82.581|-25.395|0.37|0.37
Religion|Kathleen Madigan|0|California - LA|225.61914|79.952|-16.007|0.39|0.66
Le Théâtre / Bof L'Important C'Est D'Aimer|Georges Delerue|0||130.66404|178.63|-24.953|0.37|0.0
S.O.S.|A-Studio|0||177.81506|127.574|-7.625|0.36|nan
Can't Hold Back|Bellatrax feat. Tina Cousins|0||410.90567|128.006|-7.475|0.38|nan
Narrow Grave|Army of the Pharoahs|0||129.69751|92.236|-5.995|0.28|nan
Derek Taylor - Introduction|The Beatles|0|Liverpool, England|53.78567|112.361|-47.664|0.84|nan
Juguete|Cheo Feliciano|1972|Ponce, Puerto Rico|269.26975|165.346|-6.071|0.45|nan
I Put a Spell on You|Screamin' Jay Hawkins|1956|Cleveland, OH|211.33016|130.335|-6.56|0.47|nan
Lu Ren Jia|Justin|0|Georgia|233.92608|79.098|-9.225|0.34|nan
Hide Thou Me|Oak Ridge Boys|0||192.05179|65.573|-16.866|0.4|nan
C'est moi le mari|Jean Gabin|0||193.27955|88.915|-10.499|0.3|0.0
Blue Yodel No. 1(T For Texas)|Charlie McCoy|0|Jackson, MS|157.93587|136.208|-14.807|0.29|nan
I Promise My Heart|Ross|0|Indonesia|68.49261|135.826|-9.233|0.29|nan
Cordeiro De Nana|João Gilberto / Gilberto Gil / Caetano Veloso|0||77.00853|113.515|-22.659|0.47|0.57
Melody|Kerson|0|Texas|396.5122|125.037|-10.249|0.36|nan
Three Bells / Les 3 cloches|Leon Russel|0|Lawton, OK|259.91791|91.289|-14.135|0.44|0.0
Maldito Amor Featuring Tito El Bambino (Version Urbana)|Andy Andy|0||220.49914|88.578|-6.845|0.38|nan
Rock Of Gibraltar|Nick Cave & The Bad Seeds|2003||180.03546|158.404|-8.537|0.48|0.59
Holly & The Ivy (Album Version)|Danny Wright|0|Texas|239.5424|111.549|-20.578|0.37|0.0
No One|Streetwize|0||265.58649|93.001|-8.723|0.32|0.27
O Come All Ye Faithful|Nando Lauria|2003||210.52036|106.658|-12.928|0.31|0.43
Subliminal mit Naturgeraeuschen|Kurt Tepperwein|0||1222.42567|145.259|-21.036|0.25|nan
The Fortway|Dirty Harry|0|Washington|559.75138|126.412|-15.303|0.4|nan
I Will Turn Your Money Green (Tk. 1)|Furry Lewis|0|Greenwood, MS|188.02893|104.237|-18.466|0.37|nan
I Can't Wait 'Til Christmas (LP Version)|Bryan White|1999|Lawton, OK|240.90077|126.618|-8.278|0.43|0.0
Guitarra Dimelo Tu|Alberto Cortez|0||183.17016|91.584|-6.752|0.33|0.33
The Raggle Taggle Gypsy|The Chieftains|2003|Ireland|187.92444|210.957|-6.984|0.38|0.52
Can You Dance With Me?|Andrew W.K.|2006|New York NY|127.4771|161.874|-2.445|0.51|0.6
Out Of The Blue|Tommy James And The Shondells|1989|Dayton, OH|146.02404|133.312|-11.693|0.39|0.64
Shogun [with fade_ for special edition]|Trivium|2008|Orlando, FL|678.76526|140.112|-4.002|0.49|0.49
Quartier Latin|Bloomfield|0||277.39383|179.987|-10.87|0.36|0.46
Wide Awake In A Dream|Coraleena Ellis|0||250.77506|88.015|-12.198|0.0|0.0
Satin Doll|Terry Callier|2007|Chicago|258.19383|92.927|-19.933|0.42|0.36
No Night In Zion - Original|Count Ossie|1994||234.9971|137.714|-14.835|0.21|0.34
Outro|Rakim|1997|Long Island, NY|79.93424|50.059|-22.214|0.42|0.62
Buddy and Santa's Flight|John Debney|2003||74.762|83.95|-17.712|0.46|0.0
The Happy Organ|"Dave ""Baby"" Cortez"|1976|Detroit, MI|125.6224|185.559|-11.19|0.31|nan
So In Love|Bescenta|0||243.1473|126.631|-7.414|0.33|nan
Hurry Hurry Baby (Dj Edit)|Fyah Blaze|0||62.92853|121.407|-6.634|0.22|nan
Jody|Jeff Beck Group|1971||367.46404|159.415|-12.569|0.32|0.28
Get Back|F4|0||279.32689|135.064|-10.432|0.45|nan
Improv #1|Gonzalo Rubalcaba|2006|Havana, Cuba|206.00118|72.071|-24.57|0.35|nan
Losing Weight Part 2|Cam'Ron / Juelz Santana|2002|Harlem, NY|366.05342|110.57|-6.426|0.52|0.47
Goofy Golf|Mack and Jamie|0||65.95873|76.125|-21.685|0.27|nan
Tudo E Ilusao (1997 Digital Remaster)|Clara Nunes|0||188.44689|104.709|-12.665|0.37|nan
Distant Voices|Atman|2002||268.22485|91.007|-11.783|0.37|0.38
Rain Please Go Away|The Del McCoury Band|0||161.95873|104.79|-11.68|0.36|0.0
Star|Krystof|2004|Havířov, Česká republika|301.24363|105.157|-7.016|0.37|0.41
Love Without Fear|Katie Armiger|0||288.28689|155.926|-6.156|0.42|0.0
Kids In the Store|George Lopez|2003|ORANGE, California|261.51138|83.883|-15.336|0.52|nan
Give Me Your Word|Frank Ifield|0|Coventry, England|152.18893|101.335|-14.712|0.36|0.0
Fingerprints|Minipop|2007|Corte Madera CA|163.00363|160.051|-4.993|0.37|0.67
Track TAKE FIVE|Antonio Koudele|0||175.90812|117.298|-14.881|0.0|nan
I Only Have Eyes For You (Album Version)|John Stevens|2005|Madrid|245.44608|244.366|-12.785|0.38|0.57
Jody|Eddie Turner|0||278.30812|107.053|-3.879|0.33|0.38
Easier By Now|Jamie Richards|0|Shawnee OK|202.91873|84.069|-8.592|0.39|0.23
(Wake Up) Time to Die|Lizzy Borden|1985|Los Angeles, CA|371.19955|107.886|-9.657|0.42|0.38
Where the Rats 3|DJ Slugo|0||287.55546|160.129|-9.868|0.4|nan
Spirit and Machine|Marcelo Radulovich|0||85.15873|88.648|-12.373|0.0|nan
Dept. Of Youth|Pretty Boy Floyd|0|California - LA|179.48689|139.947|-13.434|0.46|0.46
Turntable Terrorist|Sonic Subjunkies|1995||327.73179|149.853|-10.22|0.31|0.34
PDA|Backstreet Boys|2009|Orlando, FL|228.38812|122.988|-5.98|0.59|0.58
Porcelain Man|John Debney|1999||76.79955|91.249|-32.637|0.46|0.3
Did You Ever Go Sailin'|Isaacs|0|Tennessee|194.01098|103.694|-14.665|0.37|nan
Vollmond|In Extremo|2000||297.45587|110.133|-5.065|0.45|nan
Moving Up|Gustavo Santaolalla|0|Buenos Aires, Argentina|95.58159|150.028|-17.746|0.41|0.52
Give Your Heart a Home|Don Francisco|1991|Colorado|280.73751|103.584|-15.636|0.37|0.45
Tigers Fucking (Spoken Word) (Album Version)|Joe Rogan|2000|Newark, NJ|356.362|83.99|-11.926|0.38|0.36
Nobody's Perfect|Mike And The Mechanics|1988|United Kingdom|283.24526|97.882|-6.951|0.26|nan
Hao Lai Hao Qu|Alex Fong|0||191.97342|162.987|-5.732|0.34|nan
Real McKoy Feat. Busy Signal|Mavado|2007||211.30404|125.348|-6.088|0.52|0.48
This Train (Munk Edit)|Who Made Who|0||480.96608|137.924|-6.743|0.46|0.0
Knowledge Is King|Kool Moe Dee|1989|Harlem, New York, NY|219.76771|107.905|-16.205|0.38|0.39
Piano Sonata No. 28 in A Op. 101 (1993 Digital Remaster): III.    Adagio_ ma non troppo|Solomon|0|New York|150.88281|90.987|-30.381|0.34|nan
Decir Adios|Carlos Ponce|1999||269.97506|84.631|-8.704|0.3|0.37
I Remember|Patrick Lamb|2007|Portland|290.37669|93.041|-5.536|0.34|0.0
The Last Round|Amoral|2004|Helsinki, Finland|520.88118|141.746|-5.532|0.41|0.45
You've Never Been Right - (Live In Boston_ MA 2008)|Melvins|2009|Aberdeen, WA|165.38077|115.007|-14.682|0.46|0.33
When I Grow Up|Fever Ray|2009|Stockholm|359.36608|122.934|-6.637|0.53|0.52
Somos Gitanos|Gipsy Kings|2001|Arles, France|222.92853|118.056|-5.057|0.54|0.52
Luv|Stan|0|UK - England - North East|254.95465|119.965|-9.147|0.35|nan
Let Me Go Home Whiskey|Asleep At The Wheel|0|Paw Paw, WV|254.58893|142.479|-16.261|0.46|0.0
Magdalaine|L.A. Guns|1989|katy|398.44526|150.3|-9.244|0.46|0.64
Gaviota Traidora|Flor Silvestre|0||150.12526|109.518|-10.601|0.31|nan
Sweet & Dandy|Toots & The Maytals|1984||169.53424|163.748|-5.914|0.52|nan
Better|Vivian|0|CANADA - Ontario|184.63302|140.08|-5.001|0.36|nan
Wichita Cathedral [live]|Butthole Surfers|0|San Antonio, TX|165.38077|108.251|-6.367|0.49|0.49
Piece Of My Heart|Janis Joplin|1972|Port Arthur, TX|266.23955|80.455|-10.561|0.56|nan
Si Yo Tuviera|Los Brujos|0||36.54485|148.748|-16.397|0.31|0.22
Merzwaltz|Atom|0|Washington|331.88526|108.069|-12.643|0.32|0.0
Hot Night Downtown|Charlie Peacock|1988||202.34404|118.155|-9.535|0.38|0.29
No More Blues|Jimmy Wyble|2005|Port Arthur, TX|181.96853|80.016|-18.891|0.0|0.27
Ugly Like Me (Demo Version)|Die Symphony|0|Missouri|231.67955|160.184|-7.249|0.26|nan
Tootie Blues|Paul Geremia|2004|Providence, RI|204.56444|116.318|-14.554|0.26|0.32
II Allegro|Varios|0||165.66812|144.478|-24.877|0.33|nan
The Heretic Anthem (Live version) (Album Version)|Slipknot|0|Des Moines, Iowa|397.24363|163.007|-7.35|0.6|nan
Insanity|S.U.P|0||369.24036|78.601|-7.803|0.27|nan
Mr. Bozack|EPMD|1990|allentown Pennsylvania USA|159.26812|173.423|-11.498|0.45|0.48
All Too Human|The Flies|2007||222.40608|95.051|-11.814|0.4|nan
Time Will Crawl (Extended Dance Mix)|David Bowie|0|London, UK|369.13587|121.842|-11.085|0.59|0.27
Use Of A Weapon (Album Version)|Between The Buried And Me|2002|Charlotte, NC|291.39546|179.406|-5.765|0.55|0.58
Porn|Whitney Cummings|2009||78.91546|145.562|-4.314|0.31|0.22
Razamataz|Bruce BecVar|0||226.82077|45.43|-12.778|0.34|0.52
Celebration|Vivian|0|CANADA - Ontario|182.62159|105.004|-4.373|0.36|0.0
Gone But Not Forgotten|The Del McCoury Band|0||188.49914|170.079|-7.659|0.36|0.62
Why Don't You Spend The Night|Ronnie Milsap|1980|Robbinsville, NC|251.27138|113.86|-10.415|0.5|nan
Pushing Me Away (Album Version)|Linkin Park|2000|Los Angeles, CA|190.30159|103.129|-4.78|0.78|nan
Thank You Mama|The Jackson Southernaires|0|Mississippi|248.99873|129.034|-13.795|0.31|0.0
The Ultimate|The Roots|0|Philadelphia, Pennsylvania, U.S.|237.58322|94.819|-2.664|0.6|0.47
In Place Of Love [edit]|Terminal 11 feat. b.b0Nd|0||114.83383|127.355|-7.769|0.33|nan
Wigue|Dobet Gnahoré|2010|BELGIUM|46.21016|142.782|-15.912|0.4|0.41
Sangre americana|Bacilos|2004||229.32853|156.002|-5.047|0.4|0.54
Hip Hug Her|Jimmy McGriff|0|Philadelphia, PA|272.09098|105.509|-13.331|0.39|0.0
Sabina|Sam Fan Thomas|0||433.42322|135.458|-12.398|0.24|nan
Grin'in In Ya Face|Smidi Beats|0|Nevada|190.35383|139.167|-8.441|0.31|nan
I'm Going Around In Circles|Jimmy Witherspoon|0|Gurdon, AR|191.9473|53.672|-12.546|0.35|nan
Stranger In My Room|Year Long Disaster|2010|Los Angeles, CA|222.04036|166.025|-4.776|0.37|0.65
Are We Mindless?|Headhunter|0||284.9171|173.985|-5.068|0.45|0.0
Of Myth And Men (Album Version)|Red I Flight|2008||259.29098|92.439|-5.033|0.33|0.36
Bubbles in My Beer|Bob Wills|1991|Kosse, TX|137.42975|86.197|-15.987|0.38|nan
Playing the Role of God|Adrenaline|0|Chicago, IL|231.96689|146.879|-5.621|0.31|0.0
Be With Me|Mindy McCready|2002|Fort Meyers, FL|231.33995|88.942|-9.018|0.43|0.0
Special Someone|Geggy Tah|2001||231.54893|103.046|-9.781|0.34|0.0
McDermott's Fancy / Swans Among The Rushes / Chicago / The Swallow's Nest - (jig)|Seamus Egan|0||277.18485|61.82|-10.638|0.33|0.19
Strange Kinda Feeling (Take 4)|Elmore James|1993|Richland, MS|57.39057|172.9|-10.985|0.43|nan
Knowledge Of Self (Evol Intent Remix)|BT|2004|Earth|253.07383|136.897|-6.21|0.51|0.58
Right Now|Korn|2003|Bakersfield, CA|185.93914|210.691|-6.738|0.53|nan
Sex Will Sell|Faking David|0||196.54485|107.303|-8.101|0.22|0.0
Black Betty|Pat Travers|0|Toronto, Canada|239.0722|114.083|-8.665|0.38|nan
Jingle Bell Rock|Bobby Russell|0|Nashville, TN|130.71628|137.959|-14.945|0.13|nan
Mulin' Around|Sugarman Three|0||200.35873|135.525|-6.692|0.35|0.45
Hook Of Holland|Eric Burdon|0|Walker-on-Tyne, England|271.64689|148.142|-9.951|0.36|0.41
U Never Nu How Good U Had It|Lisa Lisa & Cult Jam (featuring Full Force)|1989||285.12608|107.944|-7.311|0.23|nan
Garden Of Eden|Donna The Buffalo|0||231.73179|130.545|-6.079|0.37|0.3
Swinging Down the Lane|Gisele MacKenzie|0|Winnipeg, Manitoba, Canada|178.88608|121.078|-13.298|0.32|nan
Chagall(OS)|Mei Chi Chiang|0||73.03791|150.933|-21.585|0.34|nan
No Bad Oral Sex / Dick Dessert|Monique Marvez|0||639.60771|121.075|-10.825|0.29|0.37
Gone Dead On You Blues|Blind Lemon Jefferson|1972|Couchman, TX|165.35465|132.59|-24.321|0.38|nan
Sea Of Heartbreak|Zombina & The Skeletons|0||198.16444|120.848|-8.017|0.41|0.27
Obstacles in My Way|Walter Trout|1997|Ocean City, NJ|233.24689|166.411|-8.392|0.31|0.0
Les chasseurs d'esclaves|Gabriel Yared|2006|Beirut, Lebanon|118.83057|111.034|-13.005|0.4|0.0
Ammunition|The Jane Shermans|2008|United States|235.49342|140.143|-6.299|0.35|0.2
Got To Find My Little Woman|Blind Boy Fuller|2005|Wadesboro, NC|151.19628|87.899|-14.243|0.36|0.0
I Love This Town|Bon Jovi|2007|Sayreville, NJ|286.35383|134.293|-3.38|0.72|nan
When The Sun Comes Out|Dancecore Allstars|0||223.29424|95.298|-5.317|0.29|0.53
La Marca De Tus Labios|Sergio Dalma|1995||279.24853|124.008|-6.213|0.36|0.0
The Old Rugged Cross (Medley)  (Love To Tell The Story Album Version)|Andy Griffith|0||215.48363|102.402|-14.701|0.31|0.0
Miserere: XII. Ne Projicias|Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola|0||42.70975|48.942|-30.978|0.0|nan
Face Drop|Sean Kingston|2009|Kingston, Jamaica|184.58077|168.02|-3.426|0.66|0.92
You|Wonderland|0|Mass. - Western|172.30322|123.976|-6.485|0.37|nan
Hollow Dream|M.I.K.E.|2006|Antwerp,Belgium, New York|440.52853|135.053|-10.744|0.41|0.34
I Know Somethin (Bout You)|Alice In Chains|1990|Seattle, WA|261.77261|114.758|-9.66|0.6|nan
Ego Trip by Nikki Giovanni|Blackalicious|1999|Davis, CA|104.93342|60.017|-5.625|0.52|0.65
Jesus Hold My Hand (The Best of Homecoming - Volume 1 Version)|Bill & Gloria Gaither|0||196.17914|116.903|-12.493|0.33|0.29
Lonely|Gyptian|0||253.70077|186.285|-5.863|0.51|0.0
Dedicated To The One I Love|The Shirelles|1960|Passaic, NJ|127.29424|71.597|-11.539|0.38|0.0
That Blows My Mind (Slammin' and Way Out There!)|The Gone Jackals|1998||228.93669|177.563|-5.376|0.35|0.39
Gun Thirsty|Bounty Killer|2001|Kingston, Jamaica|225.25342|96.006|-7.629|0.39|nan
Uptown|Camp Lo|2009|New York, NY [Bronx]|214.46485|90.983|-9.06|0.45|0.41
Walking In Dub|Burning Spear|2009|NY - Long Island|146.88608|135.033|-13.615|0.47|0.52
Hold me|Les Hou-Lops|0||150.46485|111.555|-9.6|0.12|nan
Collapsar|Brand X|1977|Sikeston, MO|95.76444|158.578|-27.885|0.36|nan
Pranafestation|Desert Dwellers|2006||406.17751|86.675|-11.128|0.36|0.48
I believe|Casual|0|California - LA|238.31465|85.652|-12.054|0.4|0.27
Harlem Shuffle|Righteous Brothers|1999|California|188.55138|103.225|-8.602|0.46|0.0
Step 2 It|Pinch feat. Rudey Lee|0|Illinois|260.30975|139.959|-9.989|0.36|0.44
Let's Get It Started|Black Eyed Peas|2004|Los Angeles, CA|223.03302|107.199|-5.939|1.01|nan
Sentimental Journey|The Merry Macs|0|Minneapolis, MN|140.59057|118.096|-11.897|0.25|0.23
Sleeping My Day Away [Live]|D.A.D.|0|Copenhagen (Denmark)|283.16689|148.856|-9.217|0.43|0.31
In The Name Of God (Gentle Revolution Album Version)|Scott Krippayne|0|Washington|244.87138|59.17|-14.587|0.32|0.0
There Will Be Blood Tonight|Lizzy Borden|2000|Los Angeles, CA|235.65016|115.418|-3.053|0.42|0.51
The Drop-Off|The Tragically Hip|2006|Kingston, Ontario, Canada|219.89832|165.224|-3.926|0.49|0.47
Rebelion|Juanes|0|Medellin, Colombia|332.5122|196.106|-5.821|0.55|0.3
Bubulina|Sui Generis|1975||319.00689|109.305|-14.886|0.45|0.27
Seis Perlas Cubanas|Orquesta Sublime|0|Cuba|172.85179|208.737|-10.501|0.3|nan
Under The Palms|Photek|2000|Ipswich, England|157.3873|105.085|-15.006|0.44|0.47
Limosna De Amores|Isabel Pantoja|1999||237.322|128.502|-8.361|0.36|nan
Mi Alma Esta Enamorada|Bobby Pulido|1996|Edinburg, TX|233.06404|199.826|-9.433|0.43|0.0
Immonumental|Flowin Immo et Les Freaqz|2009||185.10322|51.714|-6.79|0.26|0.3
Superstar|BigElf|2008||225.59302|120.07|-4.456|0.36|0.66
Tabloid Junkie|Michael Jackson|1995||272.71791|111.132|-6.779|0.77|nan
Pish Tash|Mish Mash|0||202.68363|126.785|-11.123|0.35|0.0
Borrow Mine|Bebo Norman|2004||280.39791|144.022|-5.174|0.51|0.47
Arnold Layne|David Gilmour Featuring Richard Wright|2006|Cambridgeshire, England|202.1873|138.43|-7.204|0.54|nan
Running Sabotage|Johnny Pearson|0||105.92608|107.93|-14.579|0.32|nan
Fixin' To Die Blues|Bukka White|1940|Houston, MS|172.30322|107.081|-14.873|0.42|nan
People Like New (LP Version)|Seven Mary Three|1997||238.10567|77.885|-10.133|0.42|0.0
